production_date,gas_sales,oil_sales,pf_fuel,vent_flare,water,field_remarks,source_file
2023-07-30,0,0,0,0,0,"HI- 547
B
S/I 24
hrs due to genesis pipeline
Crane Ops. personal transfer and offloaded and backloaded the M/V Karla F.
Crane Ops. assisted construction moving equipment around top deck.
Crane ops transferring equipment from Karla F to the Emilie Rose.
Offloaded spare personal basket and sent ours in for eval.
GSSI put up scaffold for Jeff to install tubing under main deck.
Jeff with I&E installed new batteries and cables on diesel generator, repaired stand 
up freezer compressor and got it back working, got tubing trays, pumps and tubing 
lined up for tomorrow to start setting up skid.  
Construction fabricated brackets for chemical totes and positioned new chemical 
skid on main top deck. 
Intertek assisted as needed on platform.
Installed new oil pressure sensor on diesel generator.
HI- 547
C
Made daily visit.
Oceaneering continued taking photos and did drawings on corrosion survey.",2023-07-31__Arena Partner DPR.pdf
2023-07-31,0,0,0,0,0,"HI- 547
B
S/I 24
hrs due to genesis pipeline 
Replaced 2
” 600 ball valve on water dump line on the 0100 Sep, also replaced
nipple and 
1/2
” 
ball valve on oil sight glass.
Applied primer and topcoat paint to new chemical skid assisting construction.
Crane Ops. Taking on water M/V Emilie Rose.
Jeff with I&E traced down issue with A/C unit in living quarters and field foreman 
notified gulfland of parts to bring out to repair unit, he got it working for the 
moment until tech gets out with parts., installed chemical skid tubing tray under 
main deck going to new chemical skid, modified chemical pump header. 
Continued painting on Inlet filter Sep. 
HI- 547
C
Made daily visit.
Oceaneering continued working on MI survey and did drawings and paperwork.
HI- 474
A
Construction and Operator replaced handrail on + 10 and also handrail on upper
deck, made repairs on pig launcher and receiver deck, installed new swing ropes 
and new platform sign, removed old navaid foghorn batteries.",2023-08-01__Arena Partner DPR.pdf
2023-08-02,2790,0,168,5,27,"Made crew change.
Started working on weekly inspections.
Started prepping to bring 547
C C- 2 well online
Went over relief notes
Offloaded tubing off MV Karla F. for new chemical skid.
Jeff is still working on chemical skid. Will not be complete today
Brought the C- 2 well online @
3:05
pm
HI- 547
C
Construction completed repairs on fuel gas lines 
Backloaded all construction equipment
Brought the C- 2 Well online
Oceaneering finished up at HI- 547
C and is working on the paperwork",2023-08-03__Arena Partner DPR.pdf
2023-08-03,3138,34,53,9,36,"Offloaded Construction Personal and Equipment 
Construction began putting up scaffolding to replace fuel gas lines
Jeff still working on Chemical Skid
Brought on B platform wells online
Oceaneering completed MI Inspection for HI 547
C
Construction installing drain on chemical skid
Jeff changed out pressure switch and set pressure on P/L pump 
#2
Worked throughout the day opening choke for the C- 2 well
 
HI- 547
C
Made Visit to HI 547
C by Emilie Rose",2023-08-04__Arena Partner DPR.pdf
2023-08-04,0,0,0,0,0,"Offloaded construction
Construction finished setting up scaffolding
LOTO necessary valves to depressurize the fuel gas piping
Conducted monthly ESD for the month @ HI 547
B
Shut in so construction could started replacement of fuel gas piping
Took on water from Emilie Rose and put hose on new hanger
Replaced chemical check valves for Waxtreat on wells
Jeff installed TSEs on new chemical skid
HI- 547
C
Made visit by helicopter
HI- 544
Mike made a visit with construction consultant and did a walk around
Mike was doing the pre use on the crane and found that the ratchet pawl on the 
boom winch was leaking
Did month lifesaving and fire",2023-08-05__Arena Partner DPR.pdf
2023-08-05,3202,24,50,5,36,"HI- 547
B
Construction boarded PF, Relinquished PF over to ops
Started pressuring up fuel gas at 
8:15
am and checking for leaks 
Brought C- 2 well online @
9:00
am 
Had trouble starting the compressor due to bad X-Line connection in cyl 
#4
, Jeff 
replaced bad connection and its now working fine.
Brought B wells online @ 
9:15
am
Swapped from diesel to gas gen.
Did some boat to boat transfering from Karla F. to Emilie Rose
Assisted construction with crane ops as they needed
Jeff finished running tubing for methanol injection lines
Had to swap out the Scaletreat SD 8580 tote due to a small drip on the weld of the
front left leg, replaced tote with poly tank and sent tote in for repair and return.
Jeff trouble shooting the Lact charge pump PSL on why it keeps tripping when the 
pumps shut down.
HI- 547
C
Mike made a visit by boat",2023-08-06__Arena Partner DPR.pdf
2023-08-06,1444,0,203,6,76,"HI- 547
B
Offloaded construction and they assist backloading all of their equipment
Had to offload the 350 tote tank and generator switch panel from MV Karla F
Had to shut in the B wells @ 
11:00
am due to not having enough gas due to having 
to shut the 9020 P/L
Worked all day on unloading the C 1 well due to it being loaded up
Jeff installed ground wires on chemical skid tote tanks and chemical pumps
HI- 547
C
Mike went over to open up C- 1 well so we can start bringing the C- 1 online
Mike offloaded construction and equipment
Construction repaired handrail on the plus 10 and couldn
’
t change the swing ropes 
due to new ones being to long",2023-08-07__Arena Partner DPR.pdf
2023-08-07,8314,258,69,23,282,"Backloaded Generator switch panel and 350 tote to the Emilie Rose to bring to
WC 544
Continued unloading C- 1 well
Brought C- 2 well online @ 7
am and started raising choke throughout the day
Brought HI 547
B online @ 
1:00
pm
Had to change out pressure relay on the 0100 water dump control valve
BSEE came out watt Rosefield and proved lact meters
Had to swap battery on the crane due to the charger box connection coming 
undone.
Jeff worked on PF back pressure valve. Had some loose fittings
 
HI- 547
C
Did pollution visit and Unloaded C 1 well",2023-08-08__Arena Partner DPR.pdf
2023-08-08,9443,244,67,10,289,"HI- 547
B
Started test on C- 2 well @ 12
pm
Adjusted system pressure after going down on PSH on Filter sep.
Pulled the water dump meter turbine on the Test Sep. because it stopped counting. 
Cleaned the turbine and reinstalled but it still will not count.
Took shakeouts on al the vessels to make sure everything was flowing like it needed 
to be.
Adjusted G/L for B wells as needed.
Cleaned up loose items and picked up trash around the PF
HI- 547
C
Mike and Thomas changed the orifice plate on the test to a 1.750 and put the C- 2
 
Well in test
Took shakeouts
Inspected the Vent scrubber pump to see what needed to be order to fix it.
WC- 544
Offloaded the 350 tote, Generator switch panel, and 4
x 4 basket with leads
Hooked up the leads and tested the generator to make sure everything was work 
correctly.
Swapped out nitrogen bottle on 300
lb wheel unit.",2023-08-09__Arena Partner DPR.pdf
2023-08-09,9606,324,67,11,289,"Changed check valves on wax treat pump for B 4 well. Found bad atomizer on  the
casing itself.
Changed sock filters on dehy unit.
Trouble shot dehy unit due to having a bunch of vapor coming out of the B-Tex 
vent. Found gas blow by coming from condensate separator causing the PSV
’
s on 
the filter pots relieving causing the issues. Worked on controller and got working 
again.
Cleaned out generator skid.
Topped off compressor day tank.
HI- 547
C
Made daily visit.
HI- 474
Made visit and did walk through with Rosefield and construction in preparation for 
next pigging job.
Preformed monthly fire fighting and life saving inspections",2023-08-10__Arena Partner DPR.pdf
2023-08-10,10736,420,67,13,289,"Had issues with water dump on the 0100 separator. Found the supply line going to
the dump valve stopped up. Got it cleaned out and returned back to service.
Pulled turbine on water dump on test Separator and found a bunch of scale in it. 
We cleaned it out and got it back working correctly.
Tested levels on production deck
Started test on the B 1 well.Completed weekly inspections.
HI- 547
C
Made visit and pulled S/O
’
s
Put C 1 in the test separator.
Tested pilots and levels. Completed monthly BSEE testing for the month on that 
facility.",2023-08-11__Arena Partner DPR.pdf
2023-08-11,10939,248,66,10,501,"Added glycol to dehy unit and worked on controller on condensate separator. 
Found they had to much supply coming from regulator to controller causing it to 
hang up in the open position. Seems to be working fine down been circulating 
glycol all afternoon.
Worked on the circulating pump on the float cell. We split the motor and pump and 
spun motor freely. Installed a new coupling and kicked it on and watched it build 
pressure. We believe the on off switch was acting up causing the issue with the 
pump not wanting to come on.
Found the unloader valve on the P/L pump leaking by causing a low flow rate on 
the meters. We ran the pump and watched it build pressure up to a 100 psi and
seems to be working good. The unloader valve could have been the issue when 
they came out and proved the other day.
Tested pilots down stairs on well panel and master panel.
Finished testing levels on top deck.
Dumped chemical and filled up day tanks.
Turned in well test on C 1 and B 1 .
HI- 547
C
Made visit and pulled s/o and Casing pressure. C 1 is still at a
60% water cut.",2023-08-12__Arena Partner DPR.pdf
2023-08-12,10950,312,65,11,537,"Finished testing pilots and inputting paperwork into Veris.
Running test on B 4 well. First test was a little high so we are running another one.
Took on water and offloaded groceries from boat.
put supplies on the boat for WC- 544 .
Made visit to HI- 536
C and preformed monthly inspection.
HI- 547
C
Made daily visit.",2023-08-13__Arena Partner DPR.pdf
2023-08-13,11081,347,65,12,537,"Checked in supplies into Coupa.
Pulled monthly over board water sample. We will be sending in on the bird 
tomorrow.
Changed out PSV on reboiler.
Preformed weekly biocide treatment.
Pulled turbine for water dump on test and checked for trash. Turbine was all clear.
HI- 547
C
Made daily visit pulled S/O and checked casing pressures.",2023-08-14__Arena Partner DPR.pdf
2023-08-14,11117,378,65,13,476,"Installed new battery on Crane.
Pulled Oil samples.
Ran diesel generator. Added oil to engine.
Changed oil in the 7200 P/L pump. When we were pulling the oil samples we
noticed that they had some condensate in the oil. We drained it out and flushed it. 
Added new oil ran the pump and checked it again and all seemed to  be ok.
Pulled the water turbine meter on the test again and found some more trash in it. 
We cleaned it out and started a test on the B 2 Well.
HI- 547
C
Made daily visit and pulled S/O
’
s",2023-08-15__Arena Partner DPR.pdf
2023-08-15,11128,402,65,13,476,Floated over sump. Pulled glycol samples. Placed grocery order for WC- 544 job. Placed order in coupa for the bed sheets for WC- 544 Installed cable and strapped down chemical totes in skid. Cleaned up getting ready for crew change. Eagle compresson out to walk down compressor cooler for repair job coming up. Topped off compressor day tank.,2023-08-16__Arena Partner DPR.pdf
2023-08-16,11182,353,66,12,476,"HI- 547
B
Made crew change.
Checked over G/L rates and chemical rates.
Started on our weekly
’
s on platform.
Adjusted dump valve on 2
nd stage scrubber on compressor, dump leaking by 
adjusted spring tension to get valve to seat.
Orientated new operator and gave him walk through on the process of the 
platform, answered any questions he had.
Sent in monthly oil sample, water sample and glycol sample.
HI- 547
C
Made Daily visit.
Checked over chemical rates and did walk through.",2023-08-17__Arena Partner DPR.pdf
2023-08-18,11027,388,66,13,445,"HI- 547
B
Replaced black nylon rope on life rafts and installed new paddles as per ops. 
specialist.
Orientated Oceaneering and they got all supplies, JSA,s and paperwork ready to 
start rope access job at HI 547
C in the morning.
Crane Ops. offloading and backloading Ms.Tami. Sent our diesel tote to WC 544 and 544 sending personal basket back to 547 .
Sent Rings and Riserband from new compressor piston and rod to EC 328 as per
Chris.
Emptied chemicals into day tanks and getting things lined up for next boat run.
Floated over Floatcell and Skimmer.
Labeled rig soap day tank and labeled al loose items around platform.
Started cleaning up in Conex and organizing supplies.
HI- 547
C
Made daily visit.",2023-08-19__Arena Partner DPR.pdf
2023-08-19,10010,279,83,14,399,"HI- 547
B
B-wells down 3
hrs to inspect and replace discharge valves on compressor.
Crane Ops. personnel transfer from Ms.Tami.
Ran test on B- 4 well will start test on B- 1 tomorrow.
Pelstar pulled valve caps on cyl. 
#3 to inspect discharge valves on Comp. and
replaced 3 of the 4 on cyl.
#3 and also replaced 1 discharge valve on cyl.
#4
, will send 
in used valves on next boat run.
Re-labeled all ESD and firefighting stations.
Continued cleaning up in Conex box and straighten up tools and equipment from 
last boat run.
Installed new chemical skid containment under totes on stand-by on main deck.
HI- 547
C
S/I 2.5
hrs due to PSH fuel gas scrubber
Crane Ops. personnel transfer from Ms.Tami.
Oceaneering rope access started on MI inspection around platform.
Operators cleaned up in fuel gas scrubber skid.
Picked up old head from crane and new Fisher DA angle control valve for fuel gas, 
will send in to Danos on next boat run. 
Pulled shakeouts off wells.
Put C- 2 well in test.",2023-08-20__Arena Partner DPR.pdf
2023-08-20,11048,342,66,12,445,"HI- 547
B
Crane Ops. personal transfer M/V Ms.Tami.
Pulled water turbine off test sep. due to trash and it stopped counting.
Cleaned gas generator skid and skids on production deck.
Floated over Floatcell and Skimmer, circulated bottoms dry oil tank.
Entered new findings for MI repairs in task manager.
Did our weekly Biotreat to the sump and Lp.
HI- 547
C
Crane Ops. personal transfer M/V Ms.Tami.
Oceaneering continued with MI inspection, gathered all equipment to put in dark 
room on 547
B. Oceaneering and M/V Ms. Tami headed in due to weather and A/C 
unit issues.
Labeled and stenciled buckets and all supplies around platform.
Continued cleaning up around platform and in Conex.
Started test on C- 2 well.",2023-08-21__Arena Partner DPR.pdf
2023-08-21,11144,430,67,14,445,"HI- 547
B
Painted the fuel gas scrubber.
Ran test on B- 1 well and put B- 2 well to test.
Contacted Veris and added 2 ESD stations to monthly checklist.
Cleaned up around platform, put up all loose items and continued organizing Conex 
box.
Contacted Darren about total flow for separators ETA 6 to 12 weeks out.
Replaced bad O-Ring on methanol sight glass.
Did our weekly run on diesel generator.
HI- 547
C
No visit due to weather.",2023-08-22__Arena Partner DPR.pdf
2023-08-22,11310,364,67,12,445,"HI- 547
B
Primmed the bad spot on the lower half of contact tower and painted.
Cleaned under bunks, top of lockers, whiped down all walls, cleaned showers and 
toilets and mopped in living quarters.
Started test on the B- 2 well.
Did our monthly EEP Drill.
Floated over skimmer and Floatcell.
Added oil to compressor day tank. 
Went through SEMS and Veris.
HI- 547
C
No visit due to weather.",2023-08-23__Arena Partner DPR.pdf
2023-08-23,11063,456,67,14,445,"HI- 547
B
Painted handrails around galley/office, painted steps coming into office.
Got manifest ready for next boat run.
Ran test on B- 2 well.
Cleaned up in MCC room.
Had steam coming from B-Tex unit vent, all temps and everything appears to be 
good, spoke with gly-tech Jeff will be out tomorrow, will monitor through the night.
Did our weeklies on FWP, life capsule, chemical inventory and platform status.
Ordered Waxtreat and biotreat for boat run next month.
HI- 547
C
Made daily visit. 
Raised pressure 20
psi on test Sep.
Pulled shakeouts and made rounds checked over process equipment.
Sent photos of vent scrubber pump to Moore
’
s pump, to get rebuild quote 
together.
Started test on C- 2 well.",2023-08-24__Arena Partner DPR.pdf
2023-08-24,10773,412,67,13,427,"HI- 547
B
Gly-Tech came out and started working on Dehy unit, glycol has water in it causing 
steam out Be-tex. Water is from not bypassing contact tower when coming online. 
Will draw up a startup procedure for bringing on C-Platform.
Painted stair I beams going up to living quarters and painted handrails on front side 
of the quarters.
Personnel Transfer M/V Tami, Oceaneering rope access on board to get set back up 
to finish MI Inspection on 547
C.
Replaced bent lid on the Waxtreat day tank tote on chemical skid.
Floated over skimmer and Floatcell and circulated bottoms on dry oil tank 
HI- 547
C
S/I 1
hr due to PSH Fuel Gas Scrubber. 
Went to install fisher DA angle control valve and al the internals are wrong for our 
valve body, will send back to flow control, pulled trim and seat out other run to 
send pictures to flow control to get them sent to heliport tomorrow, pressure is 
maintaining and platform is online.
Pulled shakeouts and checked over process equipment.
Oceaneering knocked out a couple X-Rays by separator, looked into hanging new 
swing ropes and they will be able to take care of that when they come out on boat 
run, will start rope access tomorrow.",2023-08-25__Arena Partner DPR.pdf
2023-08-25,10963,409,67,13,445,"HI- 547
B
Gly-Tech looked over Dehy Unit and B-Tex everything looked good, glycol was 
saturated, pulled samples for a analysis and sent in, made sure he had everything 
listed for the glycol flush next month.
Continued painting the handrails around quarters.
Crane Ops. personal transfer and offload and backload M/V Ms.Tami.
Craig with Intertek looked into total flow box for separator
’
s the one from WC 544
 
will not work, Quote for new one is in Coupa. Started calibrating gas meters.
Swapped out the Barton recorder charts.
Floated over skimmer, Floatcell and circulated bottoms on dry oil tank.
HI- 547
C
Flow control sending out 3 sets of trim and seats for fuel gas run for HI 547
C so we 
can set lead and lag, should be at heliport in the morning.
Crane Ops. personal transfer and offload and backload M/V Ms.Tami.
Oceaneering continued on rope access MI Inspections.
Filled up monthly testing nitrogen rack with full bottles.
Emptied methanol tote so we can send it in on boat run.",2023-08-26__Arena Partner DPR.pdf
2023-08-26,10975,423,67,13,432,"HI- 547
B
Intertek swapped out turbines and assisted offloading boat.
Oceaneering did inspection on Be-Tex Unit.
Replaced Barton recorder chart drive on gas sales check.
Offloaded and Backloaded M/V Emilie Rose and took on water and diesel.
Personal transfer Ms. Tami. 
Oceaneering finished the MI inspection and de-mobbed and headed in. 
Put up supplies and checked everything off in Coupa.
Topped off diesel day tank.
HI- 547
C
Personnel transfer Ms.Tami.
Oceaneering finished MI Inspection on platform.
Oceaneering tried to install new swing ropes and they are 5
ft to short, ordered new 
swing ropes they are 55
’ 1
” 
from anchor point to deck.
Entered test on C- 2 well.
Topped off C-Crane with diesel.",2023-08-27__Arena Partner DPR.pdf
2023-08-27,10969,475,67,14,432,"HI- 547
B
Intertek calibrated meters and assisted operations. 
Crane Ops. put new paint and storage lockers on production deck, organized paint 
locker and organized storage lockers.
Removed Comp. parts and supplies from metal locker, bottom is bad will send in for 
junk on next boat run.
Did our weekly Biotreat to the Lp and sump.
Continued organizing Conex and tubing fitting trays.
Cleaned out gas generator skid, had to install stainless steel tie wire to secure belt 
shroud due to vibration.
Rig washed and scrubbed main deck.
HI- 547
C
Made daily visit and pulled shake outs and checked over process equipment.",2023-08-28__Arena Partner DPR.pdf
2023-08-28,10940,345,67,12,432,"HI- 547
B
Intertek pulled meter 
#1 on Lp Sep. due to it not counting, changed out mag pickup
and meter back counting.
Entered test on the B 4 well.
Floated over Skimmer and Floatcell, circulated bottoms on dry oil tank. 
Continued organizing and labeling shelves in lockers and Conex box.
Cleaned out all skids for crew change.
Topped off compressor oil day tank.
Organized and straightened up electrical locker.
Updated the weekly chemical inventory sheet with the Floctreat 7954 .
Did our weekly run on diesel generator.
HI- 547
C
Made daily visit.
Pulled shakeouts and checked over equipment.",2023-08-29__Arena Partner DPR.pdf
2023-08-29,10989,282,73,16,432,"HI- 547
B
B-Platform S/I 1
hr due to PSL Gas sales pipeline
Cleaned up around platform for crew change.
Ordered new 660 8
” 
thief hatch for sump due to a broke lid.
Clariant came out and got set up to swap Floctreat 12870 to the new Floctreat 7954
, pulled samples, installed EZ All in One retractor on departing oil pipeline on 
sub-cellar deck.
ERDI doing FLIR Survey and hot/cold on vessels looking for sand or solids.
Gas Generator down due to coolant leak, notified Chris and he has new gaskets 
coming out and a Mechanic lined up for Thursday to replace bad gaskets on unit.
HI- 547
C
Made daily visit.
Pulled shakeouts and checked over equipment.
New trim and seat was wrong for fuel gas, flow control sending the right ones to 
heliport tomorrow.
Contacted Moore
’
s pump on ETA of rebuilding Mac 28 vent scrubber pump, parts
will be in tomorrow, Mr. Richard will have a tech come out later this week or the 
first of next week.",2023-08-30__Arena Partner DPR.pdf
2023-08-30,10902,408,148,76,432,"Made crew change.
Worked on condensate separator dump. Found the relay on the controller not 
working correctly. We changed it out and brought level up and it seems to be 
throttling and maintaining. 
Dumped new water clarifier in day tank and started pumping it. We floating over 
the float cell and adjusted weirs. We pulled an IR around 
4:00 and it was a 3 .
Had a S/I around 5
pm due to the gas p/l pressure. We gauge set pilot to 600 PSI
and have a crystal gauge on the sales line to see what its going to do. It may be a 
pilot issue but we will monitor and go from there. 
Ordered some cutting boxes to come out on boat run for dehy flush.
Also got with Gulf offshore rentals about getting an air compressor out.
Ordered a drum rack for WC- 544
Compressor when down on a Loss of ignition and was detonating on left bank side 
of the engine. We changed Spark plugs but we are still having a loss of ignition.",2023-08-31__Arena Partner DPR.pdf
2023-08-31,11022,424,224,120,432,"Preformed weekly inspections on facility.
Found some bad grating by the well panel and also by the north side of production 
deck near the leg. We took pictures and put them into task manager. We were able 
to cover up and secure the one by the well panel.
Changed out the trim and seat on the inlet dump valve on the filter sep. found that 
they were washed. Valve been holding all day with no issues.
Adjusted water clarifier rates and floated over float cell. Pulled an IR around 
2:30
 
and got a 1
. We will keep monitoring and adjust once we get B wells back online.
Pelstar out to work on compressor. They found a bent push rod on the right hand 
side of the engine. Also they believe the MAG is bad. We have parts ordered to be 
at the heliport in the morning.
HI- 547
C
Clariant made a trip out and looked at chemicals on the platform.
We put the C 2 into test will pull tomorrow and swap it over to the C 1 and run test
on it.",2023-09-01__Arena Partner DPR.pdf
2023-09-01,11054,284,68,17,429,"Continued working on compressor with mechanics. They changed the Push rod and 
also changed out the mag. We started the unit up and it was still missing. They 
change a couple plug wire on # cylinder on right bank and 
#2 on left bank. Loaded
unit @ 11
am and unit seems to be running great with no issues.
Mechanics changed out gaskets on gas gen. we cranked unit and let it warm up 
when we put unit wide open we noticed a leak on the inspection door on right side 
of engine. They ordered the gaskets and will change out once we receive parts.
Completed monthly fire fighting and life saving inspections.
Got with Gary about supplies needing to be on next boat run for WC- 544 and here
for upcoming work. We received emails back confirming that all supplies should be 
at the dock for the next boat run.
Turned in Grocery order for WC- 544
Pulled monthly water sample.
Working on closing out end of the month paperwork and uploading into SEMS.
HI- 547
C
Made visit and completed monthly fire fighting and lifesaving inspections.
Clariant went over and pulled water samples from wells.
Replaced PML lights for a few jackets over there.",2023-09-02__Arena Partner DPR.pdf
2023-09-02,10966,310,67,11,323,"Changed out PSV on water clarifier and got it reset.
Changed out parts on water clarifier pump going to the B 1 flowline. Found pump
not working this morning.
Went through reboiler skid and readjusted level a little on the condensate sep. level 
was running a little high got it lowered down just a tad. Found pump on 6 strokes
and brought back to 7
. Pulled dew point was back sitting on 3
lb
’
s. we had a 4
 
earlier this morning looks like adjustments we made are working.
Started a test on the B 4 well.
Put new label on water clarifier tank so it was marked correctly.
Made an adjustment to the agitators on the float cell. We had a 2 cells in the
middle that weren
’
t bubbling the way they should. Still playing working with 
Clariant adjusting on clarifier rates.
HI- 547
C
Tested all pilots and levels.
installed new trimming seat in valve on run 
#2 .
Had issues with other controller on run one. We cleaned all the lines out in 
controller and got it wanting to repeat again. Valve would either go wide open or 
all the way shut.
We believe that there is something messed up on the top works of the valve on the 
run 
#2 on the fuel gas. The valve will open and close but if the controller opens
back up to throttle before all supply is off of the valve its wanting to lock up and not 
move either way. We have a new top works in the tool building we will change the 
next time we get time over there.
Put C 1 in the test separator.",2023-09-03__Arena Partner DPR.pdf
2023-09-03,10939,387,66,13,316,"Worked with Clariant still adjusting rates and monitoring system.
Turned in test on B 4 and C 1 .
Started test on the B 1 in the test separator
Replaced the LP vent scrubber pump this morning.
Pumped out day tank skid.
Treated system with biocide and floated over sump.
Testing levels on production deck.
Changed another PSV on the water clarifier pump going to skimmer. Found that the 
internals on the last one was in bad shape. 
HI- 547
C
Made visit and pulled S/O on wells.
Installed new bonnet on the fuel gas run 
#2 and set controllers for lead and LAG.
We monitored the system for a little over an hr and tried it with the pumps on and 
off and they both worked like they were suppose to. Run 
#2 is set from 125 psi to 135
psi and the LAG kicks in at 120
psi and Shuts off at 130
psi.",2023-09-04__Arena Partner DPR.pdf
2023-09-04,10885,404,66,13,316,"Finished testing levels today top deck and lower deck.
Started testing pilots. We were having issues with the well panel. We found that 
the tubing for the test loop was stopped up with trash. Took line apart and blew 
threw everything and got it back going.
Re running test on the B 1
. The test came out a little high today will run one and see 
how numbers look in the moring.
Mechanics came and worked on gas generator. They changed out the gaskets and 
we got unit back online around 
1:00
. It holding the load and we didn
’
t see anymore 
leaks.
Got with 544 they knocked out the fire fighting and life saving over there today.
Will input into Veris.
Jeff will need to get a knock out set to get gai-tronics box replaced. We was able to 
get it remounted for now. Also he changed a ballast out for us in the quarters.
Clariant still trying to dial in chemical rates. New chemical is requiring a higher rate 
than the old one. We are increasing it slowly to make sure we don
’
t floc up the 
system.
HI- 547
C
Started new test on the C 1 well.
Checked out fuel gas system still seems to be running like its suppose to.",2023-09-05__Arena Partner DPR.pdf
2023-09-05,10851,410,195,13,328,"testing pilots.
weekly inspections
testing wells.",2023-09-06__Arena Partner DPR.pdf
2023-09-06,10843,373,66,12,328,"Started working on weekly inspections.
Pumped out tank on fire water pump skid.
Started chipping rust spots on tank cleaning it getting ready for belzona to be put 
on it.
Got with MOORES pump they will be coming out tomorrow to working on vent 
scrubber pump on C platform.
Rebuilt M 4 pump.
Started a new test on the C 1 well.
Hi- 547
C
Made visit and pulled S/O
’
s",2023-09-07__Arena Partner DPR.pdf
2023-09-07,10943,410,66,13,328,"Completed all weekly inspections.
Pulled oil samples and got ready to send in.
Genesis came out and proved gas sales meters.
Found check valve on sump pump leaking. Got with flow control they will be 
sending some out so we can replace them. We should have them by Saturday.
Got with Chris about the woodward actuator for the generator. We do not have on 
the facility he will touch base with Pelstar to see what happened to it.
Put in the quote for the new total flow into Coupa.
HI- 547
C
Moores pump came out and rebuilt the vent scrubber pump on C p/f.
Pulled S/O
’
s",2023-09-08__Arena Partner DPR.pdf
2023-09-08,11068,401,66,13,328,"Completed testing all pilots on platform. Had issues on 0100 found pilot off by 100
psi. readjusted pilot and reset back pressure controller for vessel and got back 
in tolerance.
Ran range chart on gas sales p/l. will be summiting pilot to have inputted into veris. 
Put crysatal gauge back on to see if we could get a better high.
Worked on water clarifier pump. the pump keeps getting off rate so we are 
changing the timer out on it to see if we can get it to settle in.
Sent off measurements to craig for the fire water pump diesel tank.
Unclogged drain in pipeline pump skid.
Cleaned battery connections for fire water pump.
Swapped out IR machine.
HI- 547
C
Made daily visit.",2023-09-09__Arena Partner DPR.pdf
2023-09-09,11133,381,66,15,328,"Emily rose on location first thing this morning. We offloaded groceries and took on 
water.
Gly-Tech on bored. We set up equipment and are getting everything set up to start 
pumping out unit in the morning. We staged air compressor and grounded it down, 
and checked the ESD function on it.
Flared off contact tower and brought down to 0 .
Mike went to 474 for pigging job. Completed the monthly fire fighting found 3 life
jackets that  need to be replaced and also a 10
lb fire ext. in crane cab.
HI- 547
C
Made daily visit.",2023-09-10__Arena Partner DPR.pdf
2023-09-10,11026,398,66,13,323,"Worked with gly-tech flushing the dehy unit. We got up to the contact tower and 
will hook up some pumps down there tomorrow and circulate through it. We then 
should be ready to start putting some glycol back through the system.
Dumped a tote of biocide and topped off wax treat day tanks.
Preformed weekly biocide treatment.
Rosefeild ran a pig at 474 this morning. We held oil till around 10
am an then was 
able to start pumping oil.
Changed out check valve on float cell pump
Preformed weekly biocide treatment.
Swapped out refrigerator in galley. The one inside quit working this morning.
HI- 547
C
Made visit pulled S/O
’
s
Dumped a tote of Corrtreat in day tank.",2023-09-11__Arena Partner DPR.pdf
2023-09-11,10665,400,66,13,323,"Gly-Tech finished circulating contact tower and unit. Started pumping glycol back 
into system and flushing water out of it. We will lite the burner tomorrow and start 
heating everything up and possible have it back in the contact tower by tomorrow 
afternoon.
Changed out love joy coupling on circulating pump on float cell.
Turned in test on the B 2 and C 1 well.
Emily rose had to go in due to a generator issues. We sent in 3 cutting boxes and a
drum rack.
Put B 1 in test.
Gulfland came out and surveyed the quarters for the floor repair. They will be 
putting a quote together for the job.
Got an extension on the Waiver for our fire water pump.
HI- 547
C
Made visit on Emily rose.",2023-09-12__Arena Partner DPR.pdf
2023-09-12,10635,399,66,13,323,"Changed out Scale treat tote in chemical skid with new tote we had got for the boat 
run. Installed new sticker on the tote tank and re installed the cable across the 
tanks.
We finished filling up reboiler and started cooking glycol. We re-installed pump 
back on skid and got everything hooked up. We started circulating glycol and 
steaming. We had one pump bad that started leaking we attempted to fix but was 
unable to. I will get with PPV tomorrow and find out wear our pump will be at.
Summited range chart for the gas sales line. New set points are 587 and 807
. Pilots 
have been reset and gauge is still running to see if we can get a better high.
Put in supplies into coupa. We ordered a new 10 lb. ABC fire ext. for the crane at 474 and also 3 new life jackets",2023-09-13__Arena Partner DPR.pdf
2023-09-13,10691,397,195,13,323,"HI- 547
B
Made crew change.
Did our weekly inspection on life capsule, platform status and chemical inventory. 
FWP OOS.
Replaced bad battery on life ring light on production deck.
Changed out potable water filters.
Checked over G/L rates and chemical rates.
Gly-Tech finished up on glycol flush and everything back in service, back to normal 
operating procedure, did walk through with gly-tech and operations. Gly-Tech 
finished job and headed in.
Floated over Floatcell and Skimmer.
HI- 547
C
Made Daily visit.
Checked over chemical rates and did walk through.",2023-09-14__Arena Partner DPR.pdf
